lecturer_row_ref,publication_id
dosen_source.csv:3,42911280-9b9b-46fc-a11a-60241467f053
dosen_source.csv:3,c84b673a-8661-4898-910c-0f170c1f546c
dosen_source.csv:3,de0340ec-9d0c-45a1-85ae-e2e192bc9809
dosen_source.csv:3,1311bc95-7872-4bed-b64b-cf7779cec55e
dosen_source.csv:3,2ee0c2b2-cfb9-4165-a49f-fbc1d10efb84
dosen_source.csv:3,379d39ef-e0dc-4d2c-a32c-c5b59390ab18
dosen_source.csv:3,73e8de5f-6fcf-43eb-bbd8-270d2a15a83b
dosen_source.csv:3,414b3fe0-7878-454e-b9bb-accd928378b9
dosen_source.csv:3,62cd11e2-c0d9-4fbb-bd81-6c2faa2cbbd7
dosen_source.csv:3,1a840d60-6dee-48d2-a11c-771a3ccf1800
dosen_source.csv:3,8cd9b76a-bce7-45b4-8a34-3ff8d4b87a0a
dosen_source.csv:3,b26458c1-29bb-4684-8ec9-7991ac4be933
dosen_source.csv:3,6b480785-1229-4754-a498-f8c202344044
dosen_source.csv:3,2cda2c60-46e1-4209-aa8d-619584916dfe
dosen_source.csv:3,05d5d241-af90-41cd-8330-b4874ab2426f
dosen_source.csv:3,9bb10132-dae4-4ccb-ae1a-786889182afa
dosen_source.csv:3,bc6f3380-71ed-4605-97ba-5b17d6e3e67d
dosen_source.csv:3,b5ce7f2f-5046-45e7-97bf-a8c7c1601575
dosen_source.csv:3,2e891ac0-e664-4b6d-8a75-b05241cdd978
dosen_source.csv:3,bb508414-09cd-432d-8fc8-facf46e6d050
dosen_source.csv:3,bcf13870-2505-4db7-8aad-47c5721d9712
dosen_source.csv:3,0a96b7bd-c69d-4607-926d-d2d71c266b89
dosen_source.csv:3,e449cb3d-fb2b-4a3b-9ae6-c7934a93106e
dosen_source.csv:3,2f068f31-b0fd-4a43-8116-4b1499f843bb
dosen_source.csv:3,c31d073e-0319-4185-a742-907c78425aba
dosen_source.csv:3,26466f74-94f7-4983-9014-2bd4f3808fea
dosen_source.csv:3,20e1e482-a305-4f4e-a2a3-0b736ba4dcc5
dosen_source.csv:3,d3b465f8-edbd-46a4-b075-3f32e375d6f6
dosen_source.csv:3,032656f6-76c2-4eb0-9dee-8fe652580f26
dosen_source.csv:3,ae258f48-ded3-4179-bf97-1231caafd896
dosen_source.csv:3,759c500f-85f5-4685-868d-3916f082422e
dosen_source.csv:3,ad58aaaa-8a62-43da-9dc7-193f20d7d889
dosen_source.csv:3,be0b86ef-c004-4cf7-963a-a51bb30350d5
dosen_source.csv:3,540004c5-b5d6-42f2-b154-fce0a866d793
dosen_source.csv:3,ea25d645-bcae-4eee-bf16-bc2bd0d9ed7c
dosen_source.csv:3,ea1e394d-b133-42cd-aa98-407fc89033fe
dosen_source.csv:3,fb019a6c-a406-4652-8b23-34cd185295a5
dosen_source.csv:3,d7c44892-1d63-42f3-9f7f-8c31e565f748
dosen_source.csv:3,83c34443-f217-476b-a061-7feba783a006
dosen_source.csv:3,d82c030f-c0b1-4645-8051-1f1588fa8043
dosen_source.csv:3,af10cb16-8177-4da9-9d56-aae0ecf6ef4e
dosen_source.csv:3,b3304448-b941-45bd-968a-195459d79687
dosen_source.csv:3,25a682a1-5160-4dfb-ac42-2968a48d3913
dosen_source.csv:3,acaff4c2-1cae-48de-a7bc-045ffb0fc2a5
dosen_source.csv:3,93c29853-5a9f-47fc-bd7f-db699fd0977d
dosen_source.csv:3,02090b4c-e839-4c84-89bf-f651553f2ccd
dosen_source.csv:3,03617b24-fa6a-492d-987a-0d31ca634331
